Name,StockCode,UPC,QtyOnHand,UnitPrice,Category
SAD BOY 48MG MANGO BLOOD,9515443421,795154434213,0,16.0,VAPE JUICES
FW_BLUEBERRY MINT ICE,0391500167,803915001670,4,20.8,NICOTINE VAPES
FW_WATERMELON MINT,0391500170,803915001700,4,20.8,NICOTINE VAPES
FW_SOUR APPLE ICE,0391500171,803915001717,1,20.8,NICOTINE VAPES
HOLLAND CHARCOAL,0487915798,804879157984,3,3.0,HOOKAH RELATED
BAR JUICE 3MG SAKURA GRAPE,1000086896,810000868964,0,17.67,VAPE JUICES
HUMBLE JUICE 6MG-DONKEYKAHN,1000461884,810004618848,1,18.72,VAPE JUICES
HUMBLE JUICE 6MG-PEACH PLEASURE,1000461393,810004613935,1,18.72,VAPE JUICES
HUMBLE JUICE 6MG-GUAVAKAHN,1000461890,810004618909,1,18.72,VAPE JUICES
HUMBLE JUICE 3MG-PEEWEEKIWI,1000461907,810004619074,0,18.72,VAPE JUICES
CANNAAID NIGHT TIME GUMMY,1006962463,810069624631,10,10.4,EDIBLES
JEETER MINI PRE ROLL INDICA BLUEBERRY CRUSHER,1008884472,810088844720,1,6.24,"THCA RELATED: Flower, Carts & Vapes"
3CHI 20MG WATERMELON GUMMIES 2PK,1009926121,810099261219,3,5.15,"THCA RELATED: Flower, Carts & Vapes"
3CHI 20MG ORANGE DREAM GUMMIES 2PK,1009926160,810099261608,0,5.15,"THCA RELATED: Flower, Carts & Vapes"
PACHA MAMA 3MG-PEACH PAPAYA C,1010043027,810100430276,1,16.64,VAPE JUICES
PACHA MAMA 6MG-PEACH PAPAYA C,1010043028,810100430283,0,16.64,VAPE JUICES
PACHA MAMA 6MG-STRAWBERRY GUAVA J,1010043031,810100430313,0,16.64,VAPE JUICES
PACHA MAMA 6MG-MINT LEAF,1010043034,810100430344,0,16.64,VAPE JUICES
CALI EXTRAXX GUMMIES,1010749346,810107493465,0,31.2,EDIBLES
GEEKBAR 15K WATERMELON ICE,1016428385,810164283856,1,25.0,NICOTINE VAPES
GEEKBAR 15K JUICY PEACH ICE,1012543462,810125434624,2,25.0,NICOTINE VAPES
GEEKBAR 15K SOUR APPLE ICE,1012543466,810125434662,0,25.0,NICOTINE VAPES
GEEKBAR 15K TROPICAL RAINBOW BLAST,1012543468,810125434686,4,25.0,NICOTINE VAPES
GEEKBAR 15K FCUKING FAB,"1016428387, 1012543474",810125434747,4,25.0,NICOTINE VAPES
GEEKBAR 15K MIAMI MINT,1012543594,810125435942,0,25.0,NICOTINE VAPES
GEEKBAR 15K SOUR APPLE B POP,1012543693,810125436932,0,25.0,NICOTINE VAPES
GEEKBAR 15K BLUEBERRY WATERMELON,1012543695,810125436956,5,25.0,NICOTINE VAPES
GEEKBAR 15K BERRY BLISS,1012543699,810125436994,1,25.0,NICOTINE VAPES
GEEKBAR 15K CRAZY MELON,1012543705,810125437052,0,25.0,NICOTINE VAPES
GEEKBAR 15K FROZEN PINA COLADA,1012543910,810125439100,0,25.0,NICOTINE VAPES
TORCH PRESSURE 3.5GR SATIVA ZKITTLES,1014247363,810142473637,0,41.6,"THCA RELATED: Flower, Carts & Vapes"
TORCH PRESSURE 3.5GR SATIVA BLUEBERRY JAM,1014247357,810142473576,0,41.6,"THCA RELATED: Flower, Carts & Vapes"
TORCH PRESSURE 3.5GR HYBRID PINEAPPLE POWER,1014247365,810142473651,0,41.6,"THCA RELATED: Flower, Carts & Vapes"
TORCH PRESSURE 3.5GR INDICA ARTIC GAS,1014247371,810142473712,0,32.07,"THCA RELATED: Flower, Carts & Vapes"
TORCH PRESSURE 3.5GR INDICA RAINBOW TRUFFLE,1014247373,810142473736,0,41.6,"THCA RELATED: Flower, Carts & Vapes"
AIR FACTORY 3MG-BOLD TOBACCO,1042903833,810429038337,1,15.6,VAPE JUICES
AIR FACTORY SALT 36MG-MELON LUSH,1042903824,810429038245,0,15.6,VAPE JUICES
PACHA MAMA 3MG-PEACH PAPAYA CC,1482602248,814826022487,0,16.64,VAPE JUICES
PACHA M SN-50MG APPLE TOBACCO,1482602522,814826025228,1,15.6,VAPE JUICES
SHOW RUSSIAN GEM,1712702079,817127020794,8,1.5,TOBACCO PRODUCTS
VGOD 3MG CUBANO,1836802200,818368022004,2,15.99,VAPE JUICES
VGOD 3MG BERRY BOMB,1836802218,818368022189,2,17.67,VAPE JUICES
VGOD 6MG BERRY BOMB,1836802219,818368022196,1,17.67,VAPE JUICES
VGOD 25MG BERRY BOMB,1836802273,818368022738,1,17.67,VAPE JUICES
VGOD 50MG BERRY BOMB,1836802274,818368022745,0,15.99,VAPE JUICES
VGOD 3MG ICED BERRY BOMB,1836802765,818368027658,1,15.99,VAPE JUICES
VGOD 25MG ICED BERRY BOMB,1836802772,818368027726,0,17.67,VAPE JUICES
VGOD 50MG ICED BERRY BOMB,1836802773,818368027733,0,15.99,VAPE JUICES
VGOD 25MG ICED MANGO,1836802774,818368027740,0,17.67,VAPE JUICES
VGOD 50MG MANGO BOMB ICED,1836802775,818368027757,0,15.99,VAPE JUICES
JUUL PODS MENTHOL 5%,1991301259,819913012594,1,27.03,VAPE JUICES
NAKED 0MG HAWAIIAN POG,4009460012,840094600126,2,18.72,VAPE JUICES
NAKED 3MG- HAWAIIAN POG,4009460013,840094600133,1,18.72,VAPE JUICES
NAKED 0MG- LAVA FLOW,4009460016,840094600164,1,18.72,VAPE JUICES
NAKED 3MG-LAVA FLOW,4009460017,840094600171,1,18.72,VAPE JUICES
NAKED 0MG- REALLY BERRY,4009460028,840094600287,1,18.0,VAPE JUICES
NAKED 6MG-HAWAWAIIAN POG,4009460014,840094600140,2,18.72,VAPE JUICES
NAKED 3MG- REALLY BERRY,4009460029,840094600294,1,18.72,VAPE JUICES
NAKED 12MG REALLYBERRY,4009460031,840094600317,0,18.72,VAPE JUICES
NAKED 3MG- STRAWBERRY POM,4009460037,840094600379,1,18.72,VAPE JUICES
NAKED 6MG- STRAWBERRY POM,4009460038,840094600386,1,18.72,VAPE JUICES
NAKED 3MG- MELON,4009460049,840094600492,1,18.72,VAPE JUICES
NAKED 6MG- MELON,4009460050,840094600508,1,18.72,VAPE JUICES
NAKED 3MG-BERRY,4009460053,840094600539,2,18.72,VAPE JUICES
NAKED 0MG- AMERICAN PATRIOTS,4009460092,840094600928,2,18.72,VAPE JUICES
NAKED 3MG-AMERICAN P,4009460093,840094600935,2,18.72,VAPE JUICES
NAKED 6MG- AMERICAN PATRIOTS,4009460094,840094600942,2,18.72,VAPE JUICES
NAKED 12MG AMERICAN PATRIOTS,4009460095,840094600959,12,18.72,VAPE JUICES
NAKED 3MG CUBAN BLEND,4009460099,840094600997,7,18.0,VAPE JUICES
NAKED 6MG CUBAN BLEND,4009460100,840094601000,1,18.0,VAPE JUICES
NAKED 12MG CUBAN BLEND,4009460101,840094601017,2,18.0,VAPE JUICES
NAKED 0MG- EUROGOLD,4009460102,840094601024,2,18.0,VAPE JUICES
NAKED 6MG EUROGOLD,4009460104,840094601048,1,18.0,VAPE JUICES
NAKED 3MG EUROGOLD,4009460103,840094601031,4,18.0,VAPE JUICES
NAKED 0MG CRISP MENTHOL,4009460150,840094601505,2,18.0,VAPE JUICES
NAKED 6MG CRISP MENTHOL,4009460152,840094601529,3,18.0,VAPE JUICES
NAKED 3MG CRISP MENTHOL,4009460151,840094601512,2,18.0,VAPE JUICES
NAKED 12MG CRISP MENTHOL,4009460153,840094601536,4,18.0,VAPE JUICES
BYO ALUMINUM FOIL,4814601546,848146015461,0,3.12,HOOKAH RELATED
GOLD BIG HOOKAH,4814601624,848146016246,1,156.0,HOOKAH RELATED
BYO BOWL BLUE,4814601874,848146018745,1,13.51,HOOKAH RELATED
BYO BOWL BLACK,4814601878,848146018783,1,13.51,HOOKAH RELATED
FANTASIA HERBAL SISHA GOLDEN,4952300977,849523009776,1,5.2,HOOKAH RELATED
FANTASIA HERBAL SISHA CITRUS,4952303141,849523031418,4,5.2,HOOKAH RELATED
HI DRIP 3MG NECTARINE LYCHEE,5001399791,850013997916,0,15.54,VAPE JUICES
HI DRIP 6MG NECTARINE LYCHEE,5001399792,850013997923,2,15.54,VAPE JUICES
HI DRIP 6MG NECTARIBE LYCHEE ICED,5001399795,850013997954,2,15.99,VAPE JUICES
MIMOSA DIMO CART D8,5002884604,850028846049,0,26.0,"THCA RELATED: Flower, Carts & Vapes"
TYSON BITES,5004358300,850043583004,0,27.03,EDIBLES
HUMBLE JUICE 6MG-BERRY BLOW DOE,5088300702,850883007029,1,18.72,VAPE JUICES
HUMBLE JUICE 3MG-BERRY BLOW DOE,5088300701,850883007012,0,18.72,VAPE JUICES
HUMBLE JUICE 3MG-DONKEYKAHN ICE,5188400801,851884008015,1,18.72,VAPE JUICES
FINEST 3MG MANGO BERRY,5195300870,851953008700,0,20.79,VAPE JUICES
FINEST 50MG BERRY BLAST,5216000856,852160008569,0,15.59,VAPE JUICES
RD_COOL MINT,5284825554,852848255544,2,10.4,NICOTINE VAPES
GRABBA LEAF SMALL,5590600700,855906007000,22,3.0,TOBACCO PRODUCTS
GRABBA LEAF WHOLE,5590600702,855906007024,14,6.0,TOBACCO PRODUCTS
SHOW BLUE PALMA,5876500463,858765004630,12,1.5,TOBACCO PRODUCTS
SHOW SWEET,5876500569,858765005699,6,1.5,TOBACCO PRODUCTS
SHOW KOOSH,5876500572,858765005729,3,1.5,TOBACCO PRODUCTS
SHOW_WATERMELON,5876500903,858765009031,4,1.5,TOBACCO PRODUCTS
BEARD 3MG-#N32,5909900636,859099006369,1,16.64,VAPE JUICES
BEARD 3MG-#N71,5909900645,859099006451,2,16.64,VAPE JUICES
SHOCKWAVE GUMMIES,6000384337,860003843376,1,8.31,EDIBLES
HI ON NATURE GUMMY ROPE 1250MG,6000384361,860003843611,0,15.58,EDIBLES
THROWBACK SINGLES,6000467165,860004671657,0,2.07,TOBACCO PRODUCTS
GOOD STUFF MENTHOL GOLD,9413500120,894135001205,1,26.0,TOBACCO PRODUCTS
GOOD STUFF PIPE TOBACCO,9413500127,894135001274,0,26.0,TOBACCO PRODUCTS
GOOD STUFF PIPE TOBACCO SILVER,9413500128,894135001281,1,26.0,TOBACCO PRODUCTS
VIVA LAHEMP 1000MG STRAWBERRY PINEAPPLE,5523444403,955234444031,1,7.26,EDIBLES
BLACK BUNKER 1000MG PASSION FRUIT,8745553401,987455534017,0,7.0,EDIBLES
CANDY CO. 0MG TORNADO,6038743206,3760387432067,1,15.99,VAPE JUICES
CANDY CO. 0MG SUPREME CARAMEL VANILLA,6038743219,3760387432197,0,15.99,VAPE JUICES
CANDO CO. 0MG SUPREME STRAWBERRY,6038743220,3760387432203,1,15.99,VAPE JUICES
CANDY CO. 0MG CREAMY MACADAMIA,6038743207,3760387432074,0,15.99,VAPE JUICES
CANDY CO. 0MG CHOCOLATE OBESESSION,6038743215,3760387432159,1,15.99,VAPE JUICES
LOST MARY PRO PEACH,5671640520,5056716405207,4,27.99,NICOTINE VAPES
COCO NARA CHARCOAL BOX 60CT,8700055311,5287000553117,2,14.99,HOOKAH RELATED
AL FAKHER 50G MINT,9110816000,6291108160008,3,5.99,HOOKAH RELATED
AL FAKHER 50G BLUEBERRY MINT,9110816006,6291108160060,10,5.99,HOOKAH RELATED
AL FAKHER 50G TWO APPLES,9110816012,6291108160121,5,5.99,HOOKAH RELATED
AL FAKHER 50G BLUEBERRY,9110816009,6291108160091,18,5.99,HOOKAH RELATED
AL FAKHER 50G WATERMELON MINT,9110816018,6291108160183,1,5.99,HOOKAH RELATED
AL FAKHER 50G WATERMELON,9110816021,6291108160213,5,5.99,HOOKAH RELATED
AL FAKHER 50G PEACH,9110816024,6291108160244,4,5.99,HOOKAH RELATED
AL FAKHER 50G GRAPE MINT,9110816039,6291108160398,7,5.99,HOOKAH RELATED
AL FAKHER 50G STRAWBERRY,9110816027,6291108160275,1,5.99,HOOKAH RELATED
AL FAKHER 250G BLUEBERRY MINT,9110816055,6291108160558,1,26.99,HOOKAH RELATED
AL FAKHER 50G GUAVA,9110816129,6291108161296,2,5.99,HOOKAH RELATED
AL FAKHER 250G WATERMELON MINT,9110816059,6291108160596,1,26.99,HOOKAH RELATED
AL FAKHER 50G KIWI,9110816105,6291108161050,10,5.99,HOOKAH RELATED
AL FAKHER 50G VANILLA FLAVOR,9110816135,6291108161357,4,5.99,HOOKAH RELATED
AL FAKHER 250G LEMON,9110816152,6291108161524,1,26.99,HOOKAH RELATED
AL FAKHER 50G PINEAPPLE,9110816143,6291108161432,8,5.99,HOOKAH RELATED
AL FAKHER 50G MELON,9110816157,6291108161579,5,5.99,HOOKAH RELATED
AL FAKHER 50G ORANGE,9110816241,6291108162415,10,5.99,HOOKAH RELATED
AL FAKHER 50G BERRY,9110816171,6291108161715,10,5.99,HOOKAH RELATED
AL FAKHER 50G GRAPE,9110816248,6291108162484,4,5.99,HOOKAH RELATED
AL FAKHER 250G GUM WITH CINNAMON,9110816467,6291108164679,1,26.99,HOOKAH RELATED
AL FAKHER 250G MINT,9110816679,6291108166796,3,26.99,HOOKAH RELATED
AL FAKHER 250G BLUEBERRY,9110816648,6291108166482,1,26.99,HOOKAH RELATED
AL FAKHER 250G WATERMELON,9110816697,6291108166970,0,26.99,HOOKAH RELATED
AL FAKHER 250G MAGIC LOVE,9110816772,6291108167724,1,26.99,HOOKAH RELATED
AL FAKHER 250G DIAMOND DUST,9110909290,6291109092902,4,26.99,HOOKAH RELATED
AL FAKHER 50G DIAMOND DUST,9110909284,6291109092841,14,5.99,HOOKAH RELATED
AL FAKHER 250G DREAM,9110909291,6291109092919,1,26.99,HOOKAH RELATED
AL FAKHER 250G HARVEST,9110909292,6291109092926,2,26.99,HOOKAH RELATED
KARTEL - GUILTY GANG,9110909341,6291109093411,1,6.23,HOOKAH RELATED
AL FAKHER 50G GEORGIA PEACH PIE,9110909753,6291109097532,2,5.99,HOOKAH RELATED
HQ FOIL ALUMINIUM,2272170015,6922721700158,0,8.31,HOOKAH RELATED
ZIRO TOBACCO *SALE*,3710540565,6937105405659,1,7.0,NICOTINE VAPES
ZIRO MINT *SALE*,3710540569,6937105405697,2,7.0,NICOTINE VAPES
ZIRO MANGO *SALE*,3710540571,6937105405710,0,7.0,NICOTINE VAPES
ZIRO PASSION FRUIT *SALE *,3710540573,6937105405734,1,7.0,NICOTINE VAPES
ZIRO LUSH ICE *SALE*,3710540575,6937105405758,0,7.0,NICOTINE VAPES
ZIRO STRAWBERRY WATERMELON *SALE*,3710540579,6937105405796,0,7.0,NICOTINE VAPES
CUVIE MARS ICE MINT,3710540825,6937105408254,0,20.0,NICOTINE VAPES
CUVIE MARS BLUEBERRY RASPBERRY,3710540827,6937105408278,4,20.0,NICOTINE VAPES
CUVIE MARS RASPBERRY WATERMELON,3710540871,6937105408711,2,21.0,NICOTINE VAPES
CUVIE MARS RAINBOW,3710541645,6937105416457,1,20.0,NICOTINE VAPES
CUVIE MARS TOBACCO COFFEE,3710541681,6937105416815,4,20.0,NICOTINE VAPES
CUVIE MARS DESSERT BREEZE,3710541684,6937105416846,5,20.0,NICOTINE VAPES
CUVIE MARS LUSH ICE,3710541686,6937105416860,10,21.0,NICOTINE VAPES
CUVIE MARS BLACK ICE,3710541717,6937105417171,0,20.0,NICOTINE VAPES
CUVIE PLUS MIAMI MINT,3710546389,6937105463895,6,14.99,NICOTINE VAPES
CUVIE GLAZE ICE MINT,3710547383,6937105473832,5,25.0,NICOTINE VAPES
CUVIE GLAZE SKY MINT,3710547384,6937105473849,1,25.0,NICOTINE VAPES
CUVIE GLAZE BLACK ICE,3710547396,6937105473962,0,25.0,NICOTINE VAPES
HQD 50MG SKY MINT 1OZ,3710548001,6937105480014,2,15.0,VAPE JUICES
FUME 50MG TROPICAL PUNCH,4182170078,6941821700783,2,15.0,VAPE JUICES
FOODGOD STRAWBERRY SAKE,4181850058,6941818500587,1,15.0,NICOTINE VAPES
FUME 50MG LUSH ICE,4182170080,6941821700806,3,15.0,VAPE JUICES
FUME 50MG STRAWBERRY BANANA,4182170081,6941821700813,0,15.0,VAPE JUICES
FUME 50MG BLACK ICE,"4182170082, 6941821700820",6941821700820,2,15.0,VAPE JUICES
FUME 50MG BLUE RAZZ,4182170083,6941821700837,0,15.0,VAPE JUICES
FUME 50MG MINT,4182170084,6941821700844,4,15.0,VAPE JUICES
FUME 50MG CUBAN TOBACCO,4182170198,6941821701988,5,15.0,VAPE JUICES
NICKY JAM 69 BANANAS,4182171890,6941821718900,0,10.0,NICOTINE VAPES
FUME INFINITY LUSH ICE,4182171940,6941821719402,3,21.0,NICOTINE VAPES
FUME INFINITY MINT ICE,4182171941,6941821719419,7,21.0,NICOTINE VAPES
FUME INFINITY STRAWBERRY BANANA,4182171943,6941821719433,7,21.0,NICOTINE VAPES
FUME INFINITY PEACH ICE,4182171945,6941821719457,3,21.0,NICOTINE VAPES
FUME INFINITY BLACK ICE,4182171946,6941821719464,7,21.0,NICOTINE VAPES
FUME INFINITY BLUEBERRY GUAVA,4182172002,6941821720026,4,21.0,NICOTINE VAPES
CUVIE PLUS LUSH ICE,7157899322,6971578993220,5,14.99,NICOTINE VAPES
CUVIE PLUS ICE MINT,"7157899427, 2374202942",6923742029426,4,14.99,NICOTINE VAPES
CUVIE PLUS GRAPEY,7157899442,6971578994425,7,14.99,NICOTINE VAPES
CUVIE PLUS BLUEBERRY,"7157899454, 2374202022",6971578994548,8,14.99,NICOTINE VAPES
CUVIE PLUS BLUEBERRY RASPBERRY,7157899673,6971578996733,6,14.99,NICOTINE VAPES
CUVIE PLUS STRAWBERRY BANANA,7157899678,6971578996788,3,14.99,NICOTINE VAPES
CUVIE PLUS APPLE PEACH,7157899680,6971578996801,4,14.99,NICOTINE VAPES
CUVIE PLUS LYCHEE ICE,7157899681,6971578996818,1,14.99,NICOTINE VAPES
CUVIE PLUS BLACK ICE,"7157899718, 2374202943",6923742029433,12,14.99,NICOTINE VAPES
CUVIE PLUS ENERGY DRINK,7157899852,6971578998522,7,14.99,NICOTINE VAPES
FOODGOD COFFEE AFFOGATO,7284742620,6972847426203,0,15.0,NICOTINE VAPES
RAZ LTX 25K FROZEN JUICY STRAWBERRY,7286650742,6972866507426,0,35.0,NICOTINE VAPES
RAZ LTX 25K BANGIN SOUR BERRIES,7286650776,6972866507761,0,35.0,NICOTINE VAPES
RAZ LTX 25K MANGO LOCO,7286650814,6972866508140,0,35.0,NICOTINE VAPES
FUME EXTRA COTTON CANDY,7471014380,6974710143804,10,13.0,NICOTINE VAPES
FUME EXTRA TANGERINE ICE,"7471014381, 6974710143811",6974710143811,2,13.0,NICOTINE VAPES
FUME EXTRA MELON ICE,7330411168,6973304111687,4,13.0,NICOTINE VAPES
FUME EXTRA BUBBLEGUM,7330411256,6973304112561,1,13.0,NICOTINE VAPES
FUME EXTRA RAINBOW CANDY,7330411264,6973304112646,10,13.0,NICOTINE VAPES
FUME ULTRA STRAWBERRY,7330411268,6973304112684,3,16.0,NICOTINE VAPES
FUME ULTRA BLUE RAZZ,7330411272,6973304112721,8,16.0,NICOTINE VAPES
FUME ULTRA LUSH ICE,"7471014468, 7330411278",6974710144689,6,16.0,NICOTINE VAPES
FUME ULTRA STRAWBERRY WATERMELON,7330411282,6973304112820,9,16.0,NICOTINE VAPES
FUME ULTRA STRAWBERRY BANANA,7330411286,6973304112868,5,16.0,NICOTINE VAPES
FUME ULTRA PINA COLADA,7330411288,6973304112882,8,16.0,NICOTINE VAPES
FUME ULTRA RAINBOW CANDY,7330411304,6973304113049,4,16.0,NICOTINE VAPES
FUME EXTRA PURPLE RAIN,"7471014390, 7330411356",6974710143903,6,13.0,NICOTINE VAPES
FUME ULTRA BLUEBERRY MINT,"7330411360, 7471014482",6974710144825,7,16.0,NICOTINE VAPES
FUME ULTRA PURPLE RAIN,7330411364,6973304113643,8,16.0,NICOTINE VAPES
FUME INFINITY PINA COLADA,7330411398,6973304113988,4,21.0,NICOTINE VAPES
FUME INFINITY PURPLE RAIN,"7330411404, 4182172001",6941821720019,4,21.0,NICOTINE VAPES
FUME INFINITY BLUEBERRY MINT,7330411410,6973304114107,0,21.0,NICOTINE VAPES
FUME EXTRA PEACH ICE,"7330411540, 7471014392",6974710143927,20,13.0,NICOTINE VAPES
FUME EXTRA FRESH LYCHEE,7330411544,6973304115449,2,13.0,NICOTINE VAPES
FUME EXTRA COFFEE TOBACCO,7330411716,6973304117160,9,13.0,NICOTINE VAPES
FUME EXTRA PARADISE,7471014414,6974710144146,7,13.0,NICOTINE VAPES
FUME ULTRA PARADISE,7330411800,6973304118006,9,16.0,NICOTINE VAPES
FUME EXTRA BLUEBERRY GUAVA,7471014660,6974710146607,8,13.0,NICOTINE VAPES
FUME EXTRA PINEAPPLE ICE,"7330411820, 7471014370",6974710143705,8,12.0,NICOTINE VAPES
