Name,StockCode,UPC,QtyOnHand,UnitPrice,Category
CYRIL HOOKAH BOWL,6342200000,263422000007,4,7.0,HOOKAH RELATED
CYRIL HOOKAH BOWL,6342300000,263423000006,3,12.99,HOOKAH RELATED
420 GRINDER,6346000000,263460000007,1,20.0,GRINDERS
CRISTAL HOOKAH $89,6347600000,263476000008,0,89.0,HOOKAH RELATED
PACKMAN PEN 2GR,6347700000,263477000007,0,45.0,THCA PRODUCTS
ICEKREAM CART 1GR,6348800000,263488000003,4,35.0,THCA PRODUCTS
ZOMO MANGO,8420000161,78416123,2,5.99,HOOKAH RELATED
CLOUD NURDZ 3MG WATERMELON BERRY,1243699649,012436996499,1,18.0,VAPE JUICES
CLOUD NURDZ SALT ICE 25MG GRAPE STRAWBERRY,1243699688,012436996888,1,16.0,VAPE JUICES
NAKED 0MG CREAM BANANA,2189383849,021893838495,1,18.0,VAPE JUICES
NAKED SALT 50MG HAWAIIAN POG,2189383964,021893839645,2,15.0,VAPE JUICES
NAKED SALT 50MG REALLY BERRY,2189383993,021893839935,1,15.0,VAPE JUICES
NAKED SALT 35MG MENTHOL MINT,2189384014,021893840146,0,15.0,VAPE JUICES
NAKED SALT 50MG MENTHOL MINT,2189384015,021893840153,0,15.0,VAPE JUICES
NAKED SALT 35MG MENTHOL BERRY,2189384000,021893840009,1,15.0,VAPE JUICES
NAKED SALT 35 MG AMERICAN PATRIOTS,2189384022,021893840221,2,15.0,VAPE JUICES
NAKED SALT 35MG CUBAN BLEND,2189384026,021893840269,2,15.0,VAPE JUICES
SWISHER SWEETS 2PK BANANA SMASH,2590022982,025900229825,35,1.5,TOBACCO PRODUCTS
SWISHER SWEETS 2PK GRAPE,2590022734,025900227340,10,1.5,TOBACCO PRODUCTS
SWISHER SWEETS 2PK BLUEBERRY,2590022735,025900227357,15,1.5,TOBACCO PRODUCTS
SWISHER SWEETS 2PK DIAMONDS,2590022983,025900229832,21,1.5,TOBACCO PRODUCTS
SWISHER SWEETS 2PK HONEY BANANA,2590022989,025900229894,0,1.5,TOBACCO PRODUCTS
MARLBORO GOLD PACK SMALL CIGARETTES,2820000384,02838423,10,12.5,TOBACCO PRODUCTS
GAME LEAF WILD BERRY 2,3170005516,031700055168,5,1.49,TOBACCO PRODUCTS
GAME LEAF WHITE RUSSIAN,3170005816,031700058169,10,1.89,TOBACCO PRODUCTS
GAME LEAF WILD BERRY,3170005819,031700058190,9,1.89,TOBACCO PRODUCTS
BLAZY SUSAN KING SLIM ROLLING PAPER,5149701161,051497011611,14,2.0,ROLLING PAPERS & CONES
BLAZY SUSAN 1/4 ROLLING PAPER,5149701162,051497011628,33,2.0,ROLLING PAPERS & CONES
BLAZY SUSAN KING 3PK CONE,"5149722170, 1013492027",810134920279,22,4.0,ROLLING PAPERS & CONES
BLAZY SUSAN 50PK TIPS,5149733154,051497331542,8,1.5,ROLLING PAPERS & CONES
INNEVAPE SALT 50MG HEISENBERG MENTHOL,5317636034,053176360348,0,15.0,VAPE JUICES
INNEVAPE SALT 50MG BLGN WAFFLES,5317636037,053176360379,1,15.0,VAPE JUICES
INNEVAPE 3MG HEISENBERG,5317636107,053176361079,0,15.0,VAPE JUICES
INNEVAPE 0MG HEISENBERG THE BERG,5317636400,053176364001,1,18.0,VAPE JUICES
HEISENBERG GREEN 6MG,5317636402,053176364025,2,18.0,VAPE JUICES
INNEVAPE 3MG HEISENBERG BERRY,5317637801,053176378015,0,15.0,VAPE JUICES
INNEVAPE SALT 50MG THE BERG BERRY,5317637804,053176378046,1,16.0,VAPE JUICES
INNEVAPE 3MG HEISENBERG SOUR APPLE,5317637856,053176378565,1,15.0,VAPE JUICES
INNEVAPE 6MG HEISENBERG SOUR APPLE,5317637857,053176378572,2,15.0,VAPE JUICES
INNEVAPE SALT 50MG HEISENBERG SOUR APPLE MENTHOL,5317637864,053176378640,3,15.0,VAPE JUICES
BLACK & MILD ORIGINAL SINGLE PLASTIC TIP,7013710018,070137100188,14,1.5,TOBACCO PRODUCTS
BLACK & MILD ORIGINAL SINGLE WOOD TIP,7013710525,070137105251,27,1.5,TOBACCO PRODUCTS
BLACK & MILD JAZZ SINGLE PLASTIC TIP,7013711121,070137111214,23,1.5,TOBACCO PRODUCTS
BACKWOODS 5PK DARK LEAF,7161020281,071610202818,4,7.0,TOBACCO PRODUCTS
BACKWOODS 5PK BANANA,7161020309,071610203099,10,8.0,TOBACCO PRODUCTS
BACKWOODS 5PK VANILLA,7161020335,071610203358,5,7.0,TOBACCO PRODUCTS
DUTCH 2PK JAVA FUSION,7161020360,071610203600,13,1.5,TOBACCO PRODUCTS
DUTCH 2PK ROYAL HAZE,7161020362,071610203624,0,1.5,TOBACCO PRODUCTS
DUTCH 2PK BLEND SILVER,7161020361,071610203617,40,1.5,TOBACCO PRODUCTS
DUTCH 2PK SWEET FUSION,7161020363,071610203631,12,1.5,TOBACCO PRODUCTS
DUTCH 2PK BERRY FUSION,7161020364,071610203648,25,1.5,TOBACCO PRODUCTS
DUTCH 2PK BLUE DREAM FUSION,7161020365,071610203655,65,1.5,TOBACCO PRODUCTS
DUTCH 2PK HONEY FUSION,7161020366,071610203662,33,1.5,TOBACCO PRODUCTS
DUTCH 2PK OG FUSION,7161020369,071610203693,20,1.5,TOBACCO PRODUCTS
DUTCH 2PK IRISH FUSION,7161020367,071610203679,24,1.5,TOBACCO PRODUCTS
BACKWOODS 5PK CHOCOLATE,7161020422,071610204225,7,8.0,TOBACCO PRODUCTS
BACKWOODS 5PK HONEY,7161030183,071610301832,9,7.0,TOBACCO PRODUCTS
BACKWOODS 5PK HONEY BERRY,7161030186,071610301863,9,7.0,TOBACCO PRODUCTS
BACKWOODS 5PK ORIGINAL,7161030189,071610301894,8,7.0,TOBACCO PRODUCTS
BACKWOODS SINGLE ORIGINAL,7161030195,071610301955,13,2.0,TOBACCO PRODUCTS
BACKWOODS 5PK SWEET AROMATIC,7161030192,071610301924,7,7.0,TOBACCO PRODUCTS
BACKWOODS SINGLE SWEET AROMATIC,7161030198,071610301986,40,2.0,TOBACCO PRODUCTS
BACKWOODS SINGLE HONEY BERRY,7161030203,071610302037,35,2.0,TOBACCO PRODUCTS
BACKWOODS 5PK DARK STOUT,7161030272,071610302723,5,7.0,TOBACCO PRODUCTS
BACKWOODS SINGLE RUSSIAN CREAM,7161030306,071610303065,23,2.0,TOBACCO PRODUCTS
BACKWOODS 5PK RUSSIAN CREAM,7161030279,071610302792,8,7.0,TOBACCO PRODUCTS
DUTCH MASTERS 2PK PALMA,7161049933,071610499331,4,4.0,TOBACCO PRODUCTS
DUTCH MASTERS 3PK PALMA,7161049949,071610499492,8,3.5,TOBACCO PRODUCTS
DUTCH MASTERS 3PK GREEN,7161049953,071610499539,21,3.5,TOBACCO PRODUCTS
OCB CONE BAMBOO 1/4,7717012242,077170122429,23,3.0,ROLLING PAPERS & CONES
OCB CONE BAMBOO KING 3PK,7717012244,077170122443,1,3.0,ROLLING PAPERS & CONES
OCB CONE BAMBOO MINI 10PK,7717012269,077170122696,0,3.0,ROLLING PAPERS & CONES
JOB 1/4 ROLLING PAPER,7908300005,07908354,17,3.5,ROLLING PAPERS & CONES
OCB PAPER SOLAIRE KING SLIM + TIPS ROLLING,8640000067,08646733,6,4.0,ROLLING PAPERS & CONES
OCB PAPER ORGANIC HEMP 1/4,8640000022,08642232,14,3.5,ROLLING PAPERS & CONES
OCB PAPER SOPHISTIQUE 1/4 + TIPS ROLLING,8640000068,08646830,27,4.0,ROLLING PAPERS & CONES
JOB ORANGE 1/4 ROLLING PAPER,8640000083,08648333,85,1.0,ROLLING PAPERS & CONES
OCB PAPER PREMIUM 1/4 + TIPS ROLLING,8640090324,086400903240,24,4.0,ROLLING PAPERS & CONES
OCB PAPER BAMBOO PAPER KING SLIM,8640090492,086400904926,6,3.5,ROLLING PAPERS & CONES
OCB PAPER PREMIUM KING SLIM + TIPS ROLLING,8640090326,086400903264,21,3.5,ROLLING PAPERS & CONES
DUD SWEET JELLY HOOKAH TIPS,9112891200,091128912009,8,2.0,HOOKAH RELATED
POD JUICE 0MG JEWEL MINT,0000306136,100003061364,2,18.0,VAPE JUICES
POD JUICE 6MG MANGO STRAWBERRY DRAGONFRUIT,0000306192,100003061920,1,18.0,VAPE JUICES
YOCAN WULF ORBIT CONCENTRATE VAPORIZER KIT,0106100959,101061009596,1,65.0,DEVICES: BATTERIES & MODS
MASTER FUNGI CHOCOLATE BAR,5201557460,152015574608,3,45.0,EDIBLES
GET LOST GALAXY GRINDER,5580301931,155803019312,4,15.0,GRINDERS
42MM GRINDERS,5580399758,155803997580,9,10.0,GRINDERS
SMAKD CART 2GR SATIVA TANGIE,8834522301,288345223012,2,25.0,THCA PRODUCTS
SMAKD CART 2GR INDICA BLACK CHERRY OG,8834522304,288345223043,4,25.0,THCA PRODUCTS
SMAKD CART 2GR SATIVA HAWAIIAN PUNCH,8834522306,288345223067,0,25.0,THCA PRODUCTS
SMAKD CART 2GR HYBRID LAVA CAKE,8834522311,288345223111,1,25.0,THCA PRODUCTS
COASTAL CLOUDS 6MG MANGO BERRIES,0017605290,600176052904,1,16.0,VAPE JUICES
AQUA 6MG OASIS,0175420423,601754204234,3,12.0,VAPE JUICES
AQUA 6MG FLOW,0175420431,601754204319,1,12.0,VAPE JUICES
ZYN 6MG COOL MINT,0924990003,609249900036,4,9.99,TOBACCO PRODUCTS
ZYN 6MG PEPPERMINT,0924990103,609249901033,12,9.99,TOBACCO PRODUCTS
ZYN 3MG CITRUS,0924990701,609249907011,4,9.99,TOBACCO PRODUCTS
ZYN 6MG CITRUS,0924990702,609249907028,4,9.99,TOBACCO PRODUCTS
ZYN 6MG SMOOTH,0924991402,609249914026,0,9.99,TOBACCO PRODUCTS
ZYN 6MG CHILL,0924992022,609249920225,0,9.99,TOBACCO PRODUCTS
PULSE PEN 5GR HYBRID GRANNY APPLE,1499811294,614998112944,0,42.0,THCA PRODUCTS
PULSE PEN 5GR INDICA BLUE DREAM,1499811295,614998112951,0,42.0,THCA PRODUCTS
PULSE PEN 5GR SATIVA STRAWBERRY BANANA WHIP,1499811358,614998113583,0,42.0,THCA PRODUCTS
LOOSELEAF NATURAL DARK LEAF,1666396499,616663964995,5,12.0,TOBACCO PRODUCTS
TRUE 2PK BANANA HEMP WRAP,1968299901,619682999016,7,3.0,ROLLING PAPERS & CONES
GG GOLD GRABBA,4421610691,644216106912,9,3.0,TOBACCO PRODUCTS
NATURAL LEAF GG WOODS WILD BERRY,4421614686,644216146864,2,1.0,TOBACCO PRODUCTS
NATURAL LEAF GG RASTA GRABBA,4421614926,644216149261,22,3.0,TOBACCO PRODUCTS
CANDY KING 35 MG BLUE RAZZ,4421624019,644216240197,1,13.99,VAPE JUICES
CANDY KING 50MG STRAWBERRY WATERMELON BUBBLEGUM,4421624109,644216241095,0,13.99,VAPE JUICES
CANDY KING SALT 50MG GRAPE,4421624049,644216240494,1,16.0,VAPE JUICES
CANDY KING SALT 35MG TROPIC,4421624119,644216241194,2,13.99,VAPE JUICES
CANDY KING SALT ICE 50MG STRAWBERRY WATERMELON BUBBLEGUM,4421682827,644216828272,3,13.99,VAPE JUICES
CANDY KING 3MG HARD APPLE,4421690922,644216909223,0,18.0,VAPE JUICES
CANDY KING 6MG HARD APPLE,4421690932,644216909322,1,18.0,VAPE JUICES
CANDY KING SALT 50MG HARD APPLE,4421690982,644216909827,2,16.0,VAPE JUICES
BLUNT WRAP PLATINUM 2PK GRAPE,4453622611,644536226116,22,1.5,TOBACCO PRODUCTS
BLUNT WRAP PLATINUM 2PK BLUEBERRY BURST,4453622621,644536226215,0,1.5,TOBACCO PRODUCTS
BLUNT WRAP PLATINUM 2PK ZERO,4453622781,644536227816,3,1.5,TOBACCO PRODUCTS
FRIENDLY HIGH TOLERANCE 40MG SINGLE BLUE RASPBERRY,4735118014,647351180144,0,5.0,EDIBLES
BIG CHEAP BOTTLE 6MG BCB LEMON,4996463481,649964634816,2,12.0,VAPE JUICES
COUNTRY CLOUDS 0MG CORN BREAD PUDDIN,5214373758,652143737581,1,10.0,VAPE JUICES
COUNTRY CLOUDS 3MG CORN BREAD PUDDIN,5214373759,652143737598,0,10.0,VAPE JUICES
CANDY KING 3MG STRAWBERRY WATERMELON BUBBLEGUM,5334119706,653341197061,0,18.0,VAPE JUICES
CANDY KING 6MG STRAWBERRY WATERMELON BUBBLEGUM,5334119716,653341197160,1,18.0,VAPE JUICES
CANDY KING 0MG BATCH,5334119726,653341197269,1,18.0,VAPE JUICES
CANDY KING 3MG ICE STRAWBERRY WATERMELON BUBBLEGUM,5334135279,653341352798,2,18.0,VAPE JUICES
CANDY KING 3MG PEACHY RINGS,5334135399,653341353993,0,18.0,VAPE JUICES
CANDY KING 6MG PEACHY RINGS,5334135409,653341354099,1,18.0,VAPE JUICES
LOOSELEAF MINIS RESERVE,5823873495,658238734954,2,10.99,TOBACCO PRODUCTS
LOOSELEAF STRAWBERRY CRUSH,5823873483,658238734831,0,5.0,TOBACCO PRODUCTS
MAGIC DOZE 5000MG BLUE ICE 10PK,7189146717,671891467175,1,42.99,EDIBLES
MAGIC DOZE 5000MG ORANGE CREAM 10PK,7189146718,671891467182,1,42.99,EDIBLES
FRUIT MONSTER 6MG ICE DOUBLE MANGO,7516230398,675162303988,2,18.0,VAPE JUICES
ELYXR 1000MG 10PK CHOCOLATE BITES *SALE *,7652552847,676525528475,3,10.0,EDIBLES
MINTS 6MG PEPPERMINT,7952396528,679523965280,1,20.0,VAPE JUICES
FIRE HEMP KING SLIM ROLLING PAPER,8075087677,680750876775,14,2.0,ROLLING PAPERS & CONES
STARLIGHT CHARCOAL LEMON,8396490049,683964900496,13,3.0,HOOKAH RELATED
STARLIGHT CHARCOAL MINT,8396490050,683964900502,10,3.0,HOOKAH RELATED
COASTAL CLOUDS 6MG MIXED BERRIES,8441799016,684417990163,1,16.0,VAPE JUICES
FIRE FLAVAS 2PK MANGO HEMP WRAP,8645705424,686457054249,7,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK WET CHERRY HEMP WRAP,8645705426,686457054263,8,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK  APPLE MARTINI HEMP WRAP,8645705425,686457054256,15,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK PINA COLADA HEMP WRAP,8645705428,686457054287,10,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK ISLAND VANILLA HEMP WRAP,8645705429,686457054294,13,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK BANANA CREAM HEMP WRAP,8705186916,687051869161,12,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK HONEY HEMP WRAP,8705186924,687051869246,13,1.0,ROLLING PAPERS & CONES
FIRE FLAVAS 2PK RUSSIAN CREAM HEMP WRAP,8705186925,687051869253,13,1.0,ROLLING PAPERS & CONES
FIREWOODS 2PK TROPICAL MANGO CONE,8813066189,688130661898,8,2.1,ROLLING PAPERS & CONES
FIREWOODS 2PK BLUEBERRY MIST CONE,8813066192,688130661928,11,2.1,ROLLING PAPERS & CONES
FIREWOODS 2PK COGNAC CONE,8813066193,688130661935,10,2.1,ROLLING PAPERS & CONES
WICKED SHROOMZ- TRIPLE BERRY BONANZA GUMMIES 500MG,8990833960,689908339605,0,24.0,EDIBLES
WONDERLAND CHERRY NIRVANA,"9983856842, 9983856843",699838568433,0,32.0,EDIBLES
TREE O FIVE KING SLIM ROLLING PAPER,0336483894,703364838943,23,3.0,ROLLING PAPERS & CONES
TREE O FIVE 1/4 ROLLING PAPER,0336483900,703364839001,19,3.0,ROLLING PAPERS & CONES
TREE O FIVE KING 6PK CONE,0336483908,703364839087,24,2.0,ROLLING PAPERS & CONES
TREE O FIVE KING SLIM + TIPS ROLLING PAPER,0336483910,703364839100,8,4.0,ROLLING PAPERS & CONES
CLOUD NURDZ 6MG PINK GUAVA PASSION,0433560592,704335605922,0,18.0,VAPE JUICES
CLOUD NURDZ 3MG PINK GUAVA PASSION,0433560591,704335605915,0,18.0,VAPE JUICES
CLOUD NURDZ SALT 50MG GUAVA PASSIONFRUIT,0433564494,704335644945,1,15.0,VAPE JUICES
CLOUD NURDZ SALT STRAWBERRY KIWI,0433564498,704335644983,1,15.0,VAPE JUICES
BANANA BUTT 0MG LEFT CHEEK,0475183003,0704751830038,1,10.0,VAPE JUICES
305'S PURPLE FULL FLAVOR 100'S CIGARETTES,0921520210,709215202109,0,6.0,TOBACCO PRODUCTS
305'S BLUE KINGS CIGARETTES,0921530212,709215302120,0,6.0,TOBACCO PRODUCTS
305'S BLUE 100'S CIGARETTES,0921530214,709215302144,1,6.0,TOBACCO PRODUCTS
305'S MENTHOL KINGS CIGARETTES,0921540188,709215401885,0,6.0,TOBACCO PRODUCTS
FRUIT MONSTER 0MG ICE MIXED BERRY,1002278873,710022788731,2,18.0,VAPE JUICES
FRUIT MONSTER 3MG ICE MIXED BERRY,1002278874,710022788748,2,18.0,VAPE JUICES
FRUIT MONSTER 6MG ICE MIXED BERRY,1002278875,710022788755,1,18.0,VAPE JUICES
FRUIT MONSTER 24MG ICE MIXED BERRY,1002278876,710022788762,1,16.0,VAPE JUICES
FRUIT MONSTER 3MG ICE STRAWBERRY BANANA,1002278884,710022788847,3,18.0,VAPE JUICES
FRUIT MONSTER 6MG ICE STRAWBERRY BANANA,1002278885,710022788854,3,18.0,VAPE JUICES
FRUIT MONSTER 48MG ICE STRAWBERRY BANANA,1002278887,710022788878,2,16.0,VAPE JUICES
FRUIT MONSTER 24MG PASSIONFRUIT ORANGE GUAVA,1002278891,710022788915,3,16.0,VAPE JUICES
FRUIT MONSTER 48MG ICE PASSIONFRUIT ORANGE GUAVA,1002278892,710022788922,1,16.0,VAPE JUICES
FRUIT MONSTER 3MG MANGO PEACH GUAVA,1002278914,710022789141,1,18.0,VAPE JUICES
FRUIT MONSTER 6MG MANGO PEACH GUAVA,1002278915,710022789158,3,18.0,VAPE JUICES
FRUIT MONSTER 24MG MANGO PEACH GUAVA,1002278916,710022789165,3,16.0,VAPE JUICES
FRUIT MONSTER 3MG MIXED BERRY,1002278919,710022789196,2,18.0,VAPE JUICES
FRUIT MONSTER 6MG MIXED BERRY,1002278920,710022789202,1,18.0,VAPE JUICES
FRUIT MONSTER 3MG STRAWBERRY BANANA,1002278924,710022789240,3,18.0,VAPE JUICES
FRUIT MONSTER 6MG STRAWBERRY BANANA,1002278925,710022789257,1,18.0,VAPE JUICES
FRUIT MONSTER 48MG STRAWBERRY BANANA,1002278927,710022789271,3,16.0,VAPE JUICES
FRUIT MONSTER 3MG PASSIONFRUIT ORANGE GUAVA,1002278929,710022789295,3,18.0,VAPE JUICES
FRUIT MONSTER 24MG STRAWBERRY LIME,1002278941,710022789417,1,16.0,VAPE JUICES
RAW ROLLER HEMP PLASTIC 79MM,1616515278,716165152781,6,5.0,ROLLING PAPERS & CONES
RAW TIP PREROLLED PERFECTO TIP,1616515749,716165157496,0,14.99,ROLLING PAPERS & CONES
RAW ROLLER HEMP PLASTIC 110MM,1616515280,716165152804,1,5.0,ROLLING PAPERS & CONES
TRIP2 1/4 ROLLING PAPER,1616517200,716165172000,8,3.0,ROLLING PAPERS & CONES
TRIP2 KING ROLLING PAPER,1616517202,716165172024,0,3.5,ROLLING PAPERS & CONES
RAW PAPER ORGANIC 1/4,1616517417,716165174172,29,2.0,ROLLING PAPERS & CONES
RAW PAPER ORGANIC HEMP KING SLIM,1616517421,716165174219,48,3.0,ROLLING PAPERS & CONES
RAW CONE 3PK CLASSIC KING,1616517457,716165174578,9,4.0,ROLLING PAPERS & CONES
RAW CONE CLASSIC 1/4,1616517711,716165177111,0,3.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC 1/4,"1616517731, 1616530806",716165177319,23,2.0,ROLLING PAPERS & CONES
RAW TIP ORIGINAL,1616517739,716165177395,21,1.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC KING SLIM,1616517735,716165177357,33,3.0,ROLLING PAPERS & CONES
ELEMENTS ULTRA THIN RICE KING ROLLING PAPER,1616517781,716165177814,3,3.0,ROLLING PAPERS & CONES
JUICY JAY'S BANANA 1/4 ROLLING PAPER,1616517858,716165178583,21,2.5,ROLLING PAPERS & CONES
JUICY JAY'S STRAWBERRY 1/4 ROLLING PAPER,1616517936,716165179368,16,2.5,ROLLING PAPERS & CONES
RAW PERFECTO CONE 32PK TIPS,1616517991,716165179917,28,2.0,ROLLING PAPERS & CONES
JUICY JAY'S PINEAPPLE 1/4 ROLLING PAPER,1616520075,716165200758,7,2.5,ROLLING PAPERS & CONES
RAW CONE 1PK CLASSIC EMPERADOR,1616520240,716165202400,12,3.0,ROLLING PAPERS & CONES
RAW LOADER,1616528006,716165280064,0,15.0,ROLLING PAPERS & CONES
RAW TIP 100PK TIN,1616528069,716165280699,2,9.0,ROLLING PAPERS & CONES
RAW WICK HEMP 20FT,1616528053,716165280538,4,3.75,ROLLING PAPERS & CONES
RAW PAPER CLASSIC SINGLE WIDE CUT CORNERS 1/4,1616528090,716165280903,12,2.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC BLACK 1/4,1616528096,716165280965,15,2.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC BLACK KING SLIM,1616528097,716165280972,19,2.5,ROLLING PAPERS & CONES
CYCLONES HEMP CONE 2PK STRAWBERRY,1616528137,716165281375,3,2.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC MASTERPIECE KING SIZE SLIM + PREROLLED TIPS,1616528173,716165281733,24,4.0,ROLLING PAPERS & CONES
RAW CONE 1/4 SIX SHOOTER,1616528677,716165286776,1,50.0,ROLLING PAPERS & CONES
RAW CONE CLASSIC BLACK KING,1616528992,716165289920,19,4.0,ROLLING PAPERS & CONES
RAW CONE CLASSIC 20PK 1/4,1616529682,716165296829,19,12.99,ROLLING PAPERS & CONES
RAW CONE 20PK CLASSIC KING,1616529683,716165296836,16,12.99,ROLLING PAPERS & CONES
RAW CONE 20PK CLASSIC BLACK KING,1616529730,716165297307,4,12.99,ROLLING PAPERS & CONES
RAW BOARDING PASS,1616529809,716165298090,2,1.0,ROLLING PAPERS & CONES
RAW TIP PRE ROLLED 21PK BOX,"1616517948, 1616529997",716165179481,16,3.0,ROLLING PAPERS & CONES
RAW PAPER CLASSIC ETHEREAL 1/4,1616530386,716165303862,7,4.0,ROLLING PAPERS & CONES
HIGH HEMP 2PK MAUIMANGO HEMP WRAP,1949900506,719499005068,2,2.0,ROLLING PAPERS & CONES
HIGH HEMP 2PK PINEAPPLE HEMP WRAP,1949900533,719499005334,0,2.0,ROLLING PAPERS & CONES
HIGH HEMP 2PK HONEY POTSWIRL HEMP WRAP,1949900510,719499005105,11,2.0,ROLLING PAPERS & CONES
HIGH HEMP 2PK BANANAGOO HEMP WRAP,1949900536,719499005365,11,2.0,ROLLING PAPERS & CONES
SVRF 48MG COCONUT CREAM,2423535006,724235350067,1,12.99,VAPE JUICES
FAIR GROUND 48MG DEEP FRIED CREAM CAKE,2423534905,724235349054,1,12.99,VAPE JUICES
NAKED SALT 50MG ICE PINEAPPLE LEMON LIME,2437638854,724376388547,2,15.0,VAPE JUICES
MINTS 3MG PEPPERMINT,2920526697,729205266973,0,20.0,VAPE JUICES
LOOSELEAF RUSSIAN CREAM,4297884628,742978846289,0,12.0,TOBACCO PRODUCTS
LOOSELEAF WATERMELON DREAM,4297884624,742978846241,3,12.0,TOBACCO PRODUCTS
LE ORANGE CHARCOAL LOTUS HEAD,5332177815,753321778157,0,19.99,HOOKAH RELATED
LE ORANGE 25MM 1KILO CHARCOAL,5332177816,753321778164,2,19.99,HOOKAH RELATED
SUPR 6MG STRAWBERRY NY CHEESECAKE,6124511540,761245115408,0,12.0,VAPE JUICES
CLOUD NURDZ 3MG ICED APPLE WATERMELON,6506667145,765066671457,1,18.0,VAPE JUICES
CLOUD NURDZ 3MG ICED MELON KIWI,6506667148,765066671488,1,18.0,VAPE JUICES
CLOUD NURDZ 6MG ICED MELON KIWI,6506667149,765066671495,0,18.0,VAPE JUICES
CLOUD NURDZ 3MG BLUE RASPBERRY PEACH,6506667154,765066671549,1,18.0,VAPE JUICES
CLOUD NURDZ 6MG BLUE RASPBERRY PEACH,6506667155,765066671556,2,18.0,VAPE JUICES
CLOUD NURDZ 3MG MELON KIWI,6506667157,765066671570,0,18.0,VAPE JUICES
CLOUD NURDZ 3MG APPLE GRAPE,6506667160,765066671600,1,18.0,VAPE JUICES
CLOUD NURDZ 6MG APPLE GRAPE,6506667161,765066671617,2,18.0,VAPE JUICES
SILICONE METAL BLUE HOOKAH BOWL,6957769858,769577698583,1,12.0,HOOKAH RELATED
CLOUD NURDZ 3MG APPLE WATERMELON,6506667166,765066671662,1,18.0,VAPE JUICES
SILICONE METAL RED HOOKAH BOWL,6957769860,769577698606,1,12.0,HOOKAH RELATED
SAD BOY SALT 48MG KEYLIME,8004289306,780042893067,1,15.0,VAPE JUICES
FUME POUCHES 6MG COFFEE,8200332577,782003325778,1,7.75,TOBACCO PRODUCTS
DAZE FUSION 3MG RASPBERRY GREEN APPLE WATERMELON,8397020341,783970203410,0,20.0,VAPE JUICES
DAZE FUSION 3MG STRAWBERRY BANANA APPLE,8397020347,783970203472,0,20.0,VAPE JUICES
LOCO BUDZ GUMMIES 300MG SINGLE CHERRY,8592734937,785927349370,0,4.0,EDIBLES
RUZE 3MG DEVIL'S DELIGHT CREAMY MEDIUM-BODIED STRAWBERRY CREAM,8557179853,785571798531,1,16.0,VAPE JUICES
CANDY KING SALT 50MG WATERMELON WEDGES,8779043021,787790430216,2,13.99,VAPE JUICES
CANDY KING SALT 35MG MINT,9388893157,793888931572,5,13.99,VAPE JUICES
HOT GRABBA CHIPZ,9477590356,794775903566,11,3.5,TOBACCO PRODUCTS
HABIT 100MG SHOTS STRAWBERRY LEMONADE,9496904674,794969046741,0,15.99,EDIBLES
KREAM PEN 5GR HYBRID ITZA CHERRY POP,9584724963,795847249636,0,39.99,THCA PRODUCTS
KREAM PEN 5GR SATIVA MELON WALL,9584724961,795847249612,0,39.99,THCA PRODUCTS
KREAM PEN 5GR INDICA BANANA KING,9584724966,795847249667,0,39.99,THCA PRODUCTS
KREAM PEN 5GR INDICA EMPEROR COOKIE,9584724965,795847249650,0,39.99,THCA PRODUCTS
HUMBLE 3MG BLUE DAZZLE,1000461257,810004612570,1,18.0,VAPE JUICES
HUMBLE 6MG PEACH PLEASURE,1000461393,810004613935,1,18.0,VAPE JUICES
HUMBLE 3MG PEACH PLEASURE,1000461394,810004613942,0,18.0,VAPE JUICES
CANNAAID NIGHT TIME GUMMY 120MG 4PK BERRY,1006962463,810069624631,12,10.0,EDIBLES
SKY WALKER CONES,1008961634,810089616340,0,2.5,ROLLING PAPERS & CONES
3CHI GUMMIES 20MG 2PK WATERMELON,1009926121,810099261219,6,5.99,EDIBLES
3CHI GUMMIES 20MG 2PK ORANGE DREAMSICLE,1009926160,810099261608,0,5.99,EDIBLES
PACHA SYN 6MG PEACH PAPAYA COCONUT,1010043028,810100430283,1,16.0,VAPE JUICES
GEEKBAR 15K WATERMELON ICE,"1012543454, 7616999935",810125434549,6,26.0,NICOTINE VAPES
GEEKBAR 15K JUICY PEACH ICE,1012543462,810125434624,3,26.0,NICOTINE VAPES
GEEKBAR 15K SOUR APPLE ICE,"1012543466, 7690887204",810125434662,3,26.0,NICOTINE VAPES
GEEKBAR 15K FCUKING FAB,"1012543474, 1016428387",810164283870,0,26.0,NICOTINE VAPES
GEEKBAR 15K STRAWBERRY BANANA,1012543478,810125434785,2,26.0,NICOTINE VAPES
GEEKBAR 15K MIAMI MINT,1012543594,810125435942,4,26.0,NICOTINE VAPES
